Order ID,Country,City,State,Postal Code,Region
CA-2015-114069,United States,New York City,New York,10035,East
CA-2014-139857,United States,San Diego,California,92037,West
CA-2016-106306,United States,Glendale,Arizona,85301,West
CA-2015-100545,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-123491,United States,San Francisco,California,94122,West
CA-2015-145401,United States,Houston,Texas,77070,Central
US-2017-124968,United States,Chicago,Illinois,60610,Central
CA-2017-104003,United States,San Francisco,California,94110,West
CA-2016-154788,United States,New York City,New York,10011,East
CA-2016-169943,United States,New York City,New York,10011,East
US-2015-123218,United States,Chicago,Illinois,60623,Central
CA-2015-127453,United States,Philadelphia,Pennsylvania,19143,East
US-2017-164056,United States,Dublin,Ohio,43017,East
CA-2016-106894,United States,Springfield,Virginia,22153,South
CA-2014-125136,United States,Fayetteville,North Carolina,28314,South
US-2016-131149,United States,Dallas,Texas,75081,Central
CA-2017-101483,United States,Jacksonville,North Carolina,28540,South
CA-2015-130204,United States,San Francisco,California,94122,West
CA-2014-110527,United States,San Diego,California,92037,West
CA-2017-152807,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-133270,United States,Rochester,New York,14609,East
CA-2016-155670,United States,Jacksonville,North Carolina,28540,South
US-2014-157406,United States,Houston,Texas,77095,Central
CA-2015-139094,United States,San Antonio,Texas,78207,Central
CA-2017-168837,United States,Oakland,California,94601,West
CA-2017-116715,United States,San Francisco,California,94122,West
CA-2015-135622,United States,Fort Worth,Texas,76106,Central
US-2015-107349,United States,Houston,Texas,77095,Central
CA-2014-139017,United States,Houston,Texas,77095,Central
CA-2014-141817,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-130785,United States,San Diego,California,92105,West
CA-2016-110254,United States,Suffolk,Virginia,23434,South
US-2014-158057,United States,Greensboro,North Carolina,27405,South
CA-2017-146024,United States,Dallas,Texas,75081,Central
CA-2016-129686,United States,Chicago,Illinois,60623,Central
CA-2014-118976,United States,Baltimore,Maryland,21215,East
CA-2015-105347,United States,Los Angeles,California,90004,West
CA-2016-124667,United States,New York City,New York,10011,East
CA-2015-111094,United States,Franklin,Massachusetts,2038,East
CA-2017-166317,United States,Milwaukee,Wisconsin,53209,Central
CA-2015-154326,United States,Kenosha,Wisconsin,53142,Central
CA-2014-102008,United States,New York City,New York,10011,East
CA-2014-120474,United States,Madison,Wisconsin,53711,Central
CA-2014-104773,United States,Houston,Texas,77041,Central
CA-2016-140774,United States,Olathe,Kansas,66062,Central
US-2017-139465,United States,New York City,New York,10024,East
CA-2016-100965,United States,San Jose,California,95123,West
CA-2016-121034,United States,Dallas,Texas,75081,Central
CA-2016-149461,United States,Auburn,Washington,98002,West
CA-2017-158379,United States,Philadelphia,Pennsylvania,19134,East
US-2016-116729,United States,Los Angeles,California,90049,West
CA-2016-164938,United States,Tulsa,Oklahoma,74133,Central
CA-2016-165484,United States,Chicago,Illinois,60610,Central
CA-2014-132612,United States,Harrisonburg,Virginia,22801,South
US-2017-161193,United States,Newark,Ohio,43055,East
CA-2015-131597,United States,Los Angeles,California,90045,West
CA-2015-164833,United States,Seattle,Washington,98105,West
CA-2015-125423,United States,Los Angeles,California,90036,West
US-2014-130379,United States,Chicago,Illinois,60623,Central
CA-2016-168956,United States,Chicago,Illinois,60623,Central
CA-2016-167507,United States,Redmond,Oregon,97756,West
CA-2016-109344,United States,Raleigh,North Carolina,27604,South
US-2015-140851,United States,Macon,Georgia,31204,South
CA-2014-103373,United States,Cleveland,Ohio,44105,East
CA-2017-145884,United States,Muskogee,Oklahoma,74403,Central
CA-2015-131422,United States,Monroe,North Carolina,28110,South
CA-2017-162691,United States,Austin,Texas,78745,Central
CA-2014-141278,United States,Meriden,Connecticut,6450,East
CA-2017-122693,United States,Roswell,Georgia,30076,South
CA-2014-117345,United States,Charlotte,North Carolina,28205,South
CA-2016-157763,United States,Bowling Green,Kentucky,42104,South
CA-2015-135391,United States,San Antonio,Texas,78207,Central
US-2017-113852,United States,Seattle,Washington,98115,West
US-2017-158512,United States,Washington,District of Columbia,20016,East
CA-2017-128370,United States,Los Angeles,California,90004,West
CA-2015-160472,United States,South Bend,Indiana,46614,Central
CA-2014-114643,United States,Los Angeles,California,90032,West
US-2017-158218,United States,Houston,Texas,77041,Central
CA-2015-121608,United States,Bristol,Connecticut,6010,East
US-2017-121251,United States,New York City,New York,10009,East
CA-2014-151078,United States,San Antonio,Texas,78207,Central
US-2016-100839,United States,Aurora,Colorado,80013,West
US-2017-116659,United States,Newark,Ohio,43055,East
CA-2017-118857,United States,Henderson,Nevada,89015,West
CA-2015-127110,United States,Philadelphia,Pennsylvania,19143,East
CA-2016-148201,United States,Seattle,Washington,98103,West
CA-2014-116932,United States,San Francisco,California,94122,West
CA-2017-142888,United States,Spokane,Washington,99207,West
CA-2014-147914,United States,Columbus,Ohio,43229,East
US-2016-112977,United States,Long Beach,New York,11561,East
CA-2017-112039,United States,San Antonio,Texas,78207,Central
CA-2017-118885,United States,Los Angeles,California,90049,West
US-2017-166611,United States,Jacksonville,Florida,32216,South
CA-2015-109512,United States,New York City,New York,10011,East
CA-2016-118570,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-154718,United States,Keller,Texas,76248,Central
CA-2016-147578,United States,San Francisco,California,94122,West
CA-2014-140165,United States,Hialeah,Florida,33012,South
CA-2014-142587,United States,Fairfield,Ohio,45014,East
CA-2014-157623,United States,Huntington Beach,California,92646,West
CA-2017-145310,United States,Port Orange,Florida,32127,South
CA-2016-100083,United States,Medford,Oregon,97504,West
US-2017-108063,United States,Charlottesville,Virginia,22901,South
CA-2015-109197,United States,Missoula,Montana,59801,West
CA-2017-141789,United States,Minneapolis,Minnesota,55407,Central
CA-2014-169775,United States,Miami,Florida,33178,South
CA-2016-140543,United States,Florence,South Carolina,29501,South
CA-2016-151141,United States,Detroit,Michigan,48205,Central
CA-2017-167094,United States,Springfield,Oregon,97477,West
CA-2017-154410,United States,Indianapolis,Indiana,46203,Central
US-2016-150567,United States,Apopka,Florida,32712,South
CA-2015-157959,United States,Los Angeles,California,90008,West
CA-2017-105886,United States,Oceanside,New York,11572,East
CA-2016-105963,United States,Los Angeles,California,90008,West
CA-2017-121503,United States,Houston,Texas,77041,Central
CA-2014-103366,United States,Roswell,Georgia,30076,South
CA-2017-124597,United States,Boynton Beach,Florida,33437,South
CA-2015-105634,United States,Franklin,Massachusetts,2038,East
CA-2015-123673,United States,Detroit,Michigan,48227,Central
US-2017-111423,United States,Watertown,New York,13601,East
CA-2015-125178,United States,Reading,Pennsylvania,19601,East
CA-2016-156685,United States,Arlington,Texas,76017,Central
CA-2017-126865,United States,San Diego,California,92024,West
CA-2017-102834,United States,San Francisco,California,94110,West
US-2016-139710,United States,Los Angeles,California,90045,West
CA-2017-121538,United States,Denver,Colorado,80219,West
US-2017-101539,United States,Seattle,Washington,98105,West
CA-2016-152121,United States,Scottsdale,Arizona,85254,West
CA-2017-161200,United States,Lafayette,Louisiana,70506,South
CA-2017-101245,United States,San Francisco,California,94109,West
CA-2015-141768,United States,San Francisco,California,94109,West
CA-2016-112109,United States,Broomfield,Colorado,80020,West
CA-2017-144064,United States,Quincy,Illinois,62301,Central
CA-2016-108581,United States,Carrollton,Texas,75007,Central
CA-2017-157987,United States,New York City,New York,10009,East
CA-2017-110905,United States,Springfield,Missouri,65807,Central
CA-2017-165841,United States,Paterson,New Jersey,7501,East
CA-2017-117485,United States,Tulsa,Oklahoma,74133,Central
CA-2017-140242,United States,Chicago,Illinois,60623,Central
CA-2014-148950,United States,Chicago,Illinois,60610,Central
CA-2014-110408,United States,Montgomery,Alabama,36116,South
CA-2015-109939,United States,Salem,Oregon,97301,West
CA-2016-112669,United States,Glendale,Arizona,85301,West
CA-2015-119592,United States,Columbus,Georgia,31907,South
CA-2014-122749,United States,Oklahoma City,Oklahoma,73120,Central
CA-2014-164721,United States,Brentwood,California,94513,West
CA-2016-147417,United States,Columbus,Ohio,43229,East
CA-2015-127509,United States,Springfield,Missouri,65807,Central
CA-2017-111374,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-133648,United States,Springfield,Oregon,97477,West
US-2017-147221,United States,Houston,Texas,77036,Central
CA-2014-131905,United States,Chesapeake,Virginia,23320,South
CA-2017-166128,United States,Pasadena,California,91104,West
CA-2017-163510,United States,Louisville,Kentucky,40214,South
US-2017-143028,United States,Lubbock,Texas,79424,Central
CA-2014-111150,United States,Columbia,Missouri,65203,Central
CA-2017-165386,United States,Chicago,Illinois,60623,Central
CA-2014-116407,United States,Johnson City,Tennessee,37604,South
CA-2015-155761,United States,Houston,Texas,77041,Central
CA-2016-145905,United States,Auburn,Alabama,36830,South
CA-2015-113110,United States,San Bernardino,California,92404,West
CA-2016-168354,United States,Providence,Rhode Island,2908,East
US-2017-111241,United States,Fresno,California,93727,West
CA-2015-114237,United States,Seattle,Washington,98103,West
CA-2016-113516,United States,Lancaster,California,93534,West
CA-2015-117961,United States,Leominster,Massachusetts,1453,East
CA-2016-128923,United States,Fort Worth,Texas,76106,Central
CA-2017-162481,United States,Rochester,Minnesota,55901,Central
CA-2015-119214,United States,Bozeman,Montana,59715,West
CA-2015-122287,United States,Peoria,Arizona,85345,West
CA-2015-104493,United States,San Diego,California,92105,West
US-2017-158946,United States,Lakewood,Ohio,44107,East
CA-2014-129168,United States,Houston,Texas,77095,Central
CA-2016-131835,United States,Perth Amboy,New Jersey,8861,East
CA-2015-142237,United States,Philadelphia,Pennsylvania,19134,East
CA-2016-136434,United States,Richmond,Indiana,47374,Central
CA-2017-120376,United States,Detroit,Michigan,48227,Central
CA-2014-106439,United States,Los Angeles,California,90049,West
CA-2015-133452,United States,Pomona,California,91767,West
CA-2016-146521,United States,Philadelphia,Pennsylvania,19134,East
US-2017-110996,United States,Ontario,California,91761,West
CA-2016-129693,United States,Seattle,Washington,98105,West
CA-2017-122504,United States,Brentwood,California,94513,West
CA-2014-131051,United States,San Francisco,California,94122,West
CA-2017-140676,United States,Baltimore,Maryland,21215,East
CA-2015-120103,United States,Phoenix,Arizona,85023,West
CA-2017-104647,United States,Los Angeles,California,90008,West
CA-2014-110352,United States,Houston,Texas,77036,Central
CA-2016-140501,United States,New York City,New York,10009,East
CA-2015-139290,United States,Rancho Cucamonga,California,91730,West
CA-2017-166142,United States,Wilmington,Delaware,19805,East
CA-2014-145926,United States,Moorhead,Minnesota,56560,Central
CA-2015-149678,United States,Farmington,New Mexico,87401,West
US-2015-164357,United States,Wilmington,North Carolina,28403,South
US-2016-146570,United States,Jackson,Mississippi,39212,South
CA-2017-124401,United States,Portland,Oregon,97206,West
US-2014-140116,United States,Denver,Colorado,80219,West
CA-2014-123295,United States,Tucson,Arizona,85705,West
CA-2017-167101,United States,New York City,New York,10009,East
US-2014-167633,United States,Boynton Beach,Florida,33437,South
US-2014-152723,United States,Mesquite,Texas,75150,Central
CA-2015-164882,United States,Redlands,California,92374,West
CA-2015-159786,United States,Rochester,New York,14609,East
CA-2016-130267,United States,Stockton,California,95207,West
CA-2017-155460,United States,Seattle,Washington,98105,West
US-2017-168690,United States,Ormond Beach,Florida,32174,South
CA-2017-158246,United States,Sunnyvale,California,94086,West
CA-2017-167381,United States,Lansing,Michigan,48911,Central
CA-2017-144862,United States,Philadelphia,Pennsylvania,19143,East
CA-2014-126032,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-134859,United States,Philadelphia,Pennsylvania,19134,East
US-2014-114188,United States,Dover,New Hampshire,3820,East
CA-2015-156524,United States,New York City,New York,10011,East
CA-2015-122210,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-156377,United States,Grand Prairie,Texas,75051,Central
US-2017-157896,United States,New York City,New York,10009,East
CA-2014-159520,United States,Long Beach,New York,11561,East
CA-2016-155481,United States,Philadelphia,Pennsylvania,19140,East
US-2016-152051,United States,York,Pennsylvania,17403,East
CA-2014-141607,United States,Concord,California,94521,West
CA-2017-102771,United States,New York City,New York,10035,East
US-2017-139969,United States,College Station,Texas,77840,Central
CA-2014-167360,United States,Saint Louis,Missouri,63116,Central
CA-2015-123505,United States,Quincy,Massachusetts,2169,East
CA-2016-117282,United States,New York City,New York,10009,East
US-2016-120460,United States,Dallas,Texas,75081,Central
CA-2016-111115,United States,Los Angeles,California,90032,West
CA-2014-124646,United States,Minneapolis,Minnesota,55407,Central
CA-2017-148166,United States,Deltona,Florida,32725,South
CA-2016-159737,United States,Chicago,Illinois,60610,Central
CA-2016-141019,United States,Cincinnati,Ohio,45231,East
CA-2016-101938,United States,Oakland,California,94601,West
CA-2017-166296,United States,Manteca,California,95336,West
CA-2016-154018,United States,Laredo,Texas,78041,Central
CA-2017-117870,United States,Kent,Ohio,44240,East
US-2017-137491,United States,San Angelo,Texas,76903,Central
CA-2014-152296,United States,San Francisco,California,94122,West
CA-2016-112025,United States,Houston,Texas,77070,Central
CA-2015-132507,United States,Houston,Texas,77041,Central
CA-2016-125738,United States,Salt Lake City,Utah,84106,West
CA-2016-128818,United States,New York City,New York,10009,East
CA-2017-124576,United States,Salinas,California,93905,West
CA-2016-101378,United States,Huntsville,Alabama,35810,South
CA-2017-143063,United States,Columbus,Indiana,47201,Central
CA-2016-118913,United States,Los Angeles,California,90049,West
CA-2016-128412,United States,Seattle,Washington,98105,West
CA-2016-136483,United States,Knoxville,Tennessee,37918,South
CA-2014-163013,United States,Montgomery,Alabama,36116,South
CA-2015-135363,United States,Philadelphia,Pennsylvania,19120,East
US-2014-165659,United States,Little Rock,Arkansas,72209,South
CA-2015-138002,United States,Seattle,Washington,98103,West
CA-2015-128860,United States,Lancaster,Pennsylvania,17602,East
CA-2016-164350,United States,Bristol,Tennessee,37620,South
US-2014-103905,United States,Aurora,Illinois,60505,Central
CA-2015-129854,United States,New York City,New York,10009,East
CA-2014-125556,United States,Fairfield,Connecticut,6824,East
CA-2016-162313,United States,Lincoln Park,Michigan,48146,Central
CA-2017-107874,United States,New York City,New York,10035,East
CA-2017-129378,United States,San Jose,California,95123,West
CA-2014-151953,United States,Jacksonville,Florida,32216,South
CA-2017-130841,United States,San Francisco,California,94110,West
CA-2015-131884,United States,Marion,Ohio,43302,East
CA-2017-121909,United States,Philadelphia,Pennsylvania,19134,East
CA-2016-106383,United States,Littleton,Colorado,80122,West
CA-2017-130771,United States,Austin,Texas,78745,Central
CA-2016-139157,United States,New York City,New York,10024,East
CA-2014-128055,United States,San Francisco,California,94122,West
CA-2017-157091,United States,La Porte,Indiana,46350,Central
CA-2017-132122,United States,Chicago,Illinois,60610,Central
CA-2015-123232,United States,Portland,Oregon,97206,West
CA-2017-104066,United States,Burlington,Vermont,5408,East
CA-2015-145849,United States,Indianapolis,Indiana,46203,Central
CA-2016-122322,United States,Provo,Utah,84604,West
CA-2017-166849,United States,Chicago,Illinois,60610,Central
CA-2016-146633,United States,Los Angeles,California,90049,West
US-2016-126893,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-103380,United States,Pasadena,California,91104,West
CA-2015-116092,United States,Los Angeles,California,90004,West
CA-2016-117849,United States,San Diego,California,92105,West
CA-2015-169201,United States,San Francisco,California,94110,West
CA-2016-164091,United States,Bangor,Maine,4401,East
CA-2017-105214,United States,San Francisco,California,94122,West
CA-2015-117611,United States,San Diego,California,92024,West
US-2015-137960,United States,New York City,New York,10035,East
CA-2017-122994,United States,Arlington,Virginia,22204,South
CA-2016-131065,United States,Atlanta,Georgia,30318,South
CA-2017-149146,United States,Monroe,North Carolina,28110,South
CA-2017-137470,United States,Seattle,Washington,98115,West
CA-2017-105480,United States,Rochester,New York,14609,East
CA-2017-164917,United States,Miami,Florida,33180,South
CA-2015-102036,United States,Seattle,Washington,98105,West
CA-2015-142944,United States,San Francisco,California,94122,West
CA-2014-157882,United States,Los Angeles,California,90036,West
CA-2014-104283,United States,Southaven,Mississippi,38671,South
CA-2017-142622,United States,Seattle,Washington,98115,West
CA-2016-132143,United States,Middletown,Connecticut,6457,East
CA-2015-153108,United States,New Castle,Indiana,47362,Central
CA-2016-112676,United States,Murfreesboro,Tennessee,37130,South
CA-2017-165687,United States,Salem,Virginia,24153,South
US-2017-112928,United States,Toledo,Ohio,43615,East
CA-2017-143343,United States,Los Angeles,California,90032,West
CA-2017-115154,United States,Seattle,Washington,98115,West
CA-2015-149342,United States,Columbus,Georgia,31907,South
CA-2015-130995,United States,New York City,New York,10009,East
CA-2017-127929,United States,Middletown,Connecticut,6457,East
CA-2015-113145,United States,New York City,New York,10011,East
CA-2014-162362,United States,Midland,Michigan,48640,Central
CA-2016-106558,United States,Columbus,Georgia,31907,South
CA-2017-157931,United States,Roswell,Georgia,30076,South
CA-2016-115574,United States,Chicago,Illinois,60623,Central
CA-2015-160794,United States,Houston,Texas,77041,Central
CA-2017-116225,United States,New York City,New York,10009,East
US-2017-120418,United States,Peoria,Arizona,85345,West
CA-2017-122035,United States,Sioux Falls,South Dakota,57103,Central
CA-2015-117828,United States,Richmond,Virginia,23223,South
CA-2017-165491,United States,Seattle,Washington,98115,West
CA-2015-109470,United States,Henderson,Kentucky,42420,South
CA-2015-105102,United States,New York City,New York,10035,East
CA-2017-138422,United States,Fort Collins,Colorado,80525,West
US-2015-147739,United States,Philadelphia,Pennsylvania,19140,East
CA-2016-155187,United States,Los Angeles,California,90004,West
CA-2017-169285,United States,Lafayette,Indiana,47905,Central
CA-2014-140886,United States,Clarksville,Tennessee,37042,South
CA-2017-152695,United States,Fairfield,Connecticut,6824,East
CA-2014-110639,United States,New York City,New York,10009,East
CA-2014-121727,United States,Columbus,Ohio,43229,East
CA-2016-137736,United States,Warner Robins,Georgia,31088,South
US-2014-143231,United States,Franklin,Massachusetts,2038,East
US-2014-155894,United States,Chicago,Illinois,60623,Central
CA-2016-119025,United States,Milwaukee,Wisconsin,53209,Central
CA-2016-159373,United States,San Antonio,Texas,78207,Central
CA-2017-109701,United States,Los Angeles,California,90032,West
CA-2015-111514,United States,San Francisco,California,94122,West
US-2014-148838,United States,New York City,New York,10024,East
CA-2017-136497,United States,Columbus,Ohio,43229,East
US-2016-108637,United States,Waynesboro,Virginia,22980,South
CA-2014-102295,United States,Sacramento,California,95823,West
CA-2017-123659,United States,Clinton,Maryland,20735,East
US-2016-129469,United States,Fairfield,Ohio,45014,East
CA-2017-155152,United States,Warwick,Rhode Island,2886,East
CA-2016-159940,United States,Aurora,Illinois,60505,Central
CA-2017-119669,United States,Smyrna,Georgia,30080,South
US-2014-164616,United States,Columbus,Ohio,43229,East
CA-2015-148628,United States,Thousand Oaks,California,91360,West
CA-2016-118052,United States,Lorain,Ohio,44052,East
US-2017-117534,United States,Fresno,California,93727,West
CA-2015-145065,United States,San Diego,California,92105,West
US-2015-127040,United States,New York City,New York,10009,East
CA-2016-128111,United States,Malden,Massachusetts,2148,East
CA-2015-137897,United States,New York City,New York,10035,East
CA-2017-169264,United States,San Francisco,California,94109,West
CA-2017-147361,United States,Florence,South Carolina,29501,South
CA-2017-145877,United States,Springfield,Missouri,65807,Central
US-2016-110170,United States,Huntsville,Texas,77340,Central
CA-2017-108574,United States,Los Angeles,California,90045,West
CA-2017-144589,United States,San Francisco,California,94122,West
CA-2017-155985,United States,San Francisco,California,94122,West
CA-2014-162684,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-142041,United States,Los Angeles,California,90036,West
CA-2014-151295,United States,Los Angeles,California,90045,West
CA-2016-156300,United States,Milwaukee,Wisconsin,53209,Central
CA-2015-146087,United States,Holyoke,Massachusetts,1040,East
CA-2017-168655,United States,Albuquerque,New Mexico,87105,West
CA-2016-107202,United States,Sparks,Nevada,89431,West
CA-2017-159597,United States,Coachella,California,92236,West
CA-2016-155551,United States,Elmhurst,Illinois,60126,Central
US-2017-147669,United States,Fairfield,Ohio,45014,East
CA-2016-169922,United States,Arlington,Texas,76017,Central
CA-2017-100748,United States,San Francisco,California,94110,West
CA-2017-129805,United States,Seattle,Washington,98103,West
CA-2014-148586,United States,New York City,New York,10009,East
US-2017-112613,United States,Houston,Texas,77070,Central
CA-2015-154746,United States,Springfield,Virginia,22153,South
CA-2017-140053,United States,Farmington,New Mexico,87401,West
CA-2014-164210,United States,Louisville,Colorado,80027,West
CA-2017-139948,United States,Tampa,Florida,33614,South
CA-2016-146934,United States,Passaic,New Jersey,7055,East
CA-2015-100573,United States,Los Angeles,California,90004,West
CA-2016-119165,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-128027,United States,North Charleston,South Carolina,29406,South
CA-2016-140207,United States,San Jose,California,95123,West
CA-2017-140949,United States,New York City,New York,10011,East
CA-2017-138548,United States,Plainfield,New Jersey,7060,East
CA-2015-142419,United States,Seattle,Washington,98115,West
CA-2017-148691,United States,New York City,New York,10009,East
CA-2017-128755,United States,Newport News,Virginia,23602,South
US-2016-135923,United States,Fayetteville,North Carolina,28314,South
CA-2016-114972,United States,Los Angeles,California,90032,West
CA-2017-102750,United States,Los Angeles,California,90036,West
CA-2014-145212,United States,New York City,New York,10011,East
CA-2017-141992,United States,Dallas,Texas,75220,Central
CA-2017-147956,United States,Seattle,Washington,98105,West
CA-2017-126067,United States,Seattle,Washington,98105,West
CA-2015-104514,United States,Newark,Delaware,19711,East
CA-2015-141040,United States,New York City,New York,10024,East
CA-2014-113579,United States,Los Angeles,California,90049,West
CA-2014-144624,United States,Jamestown,New York,14701,East
CA-2016-146206,United States,Houston,Texas,77095,Central
CA-2014-136644,United States,Mishawaka,Indiana,46544,Central
CA-2015-122371,United States,San Diego,California,92037,West
CA-2016-126935,United States,San Francisco,California,94109,West
US-2017-133781,United States,Miami,Florida,33178,South
CA-2017-131618,United States,Skokie,Illinois,60076,Central
CA-2016-149482,United States,San Francisco,California,94110,West
CA-2014-143917,United States,San Francisco,California,94122,West
CA-2015-120397,United States,Houston,Texas,77070,Central
CA-2017-163902,United States,Los Angeles,California,90045,West
CA-2016-136812,United States,Oklahoma City,Oklahoma,73120,Central
CA-2015-102722,United States,Monroe,Louisiana,71203,South
CA-2017-155089,United States,Tampa,Florida,33614,South
CA-2016-124506,United States,Chicago,Illinois,60623,Central
CA-2014-106572,United States,Bowling Green,Ohio,43402,East
CA-2014-128888,United States,Houston,Texas,77095,Central
CA-2017-123134,United States,Westfield,New Jersey,7090,East
CA-2016-124352,United States,Oklahoma City,Oklahoma,73120,Central
CA-2015-124541,United States,Houston,Texas,77041,Central
CA-2014-108707,United States,Fort Lauderdale,Florida,33311,South
CA-2014-111500,United States,Little Rock,Arkansas,72209,South
US-2017-117723,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-143238,United States,La Quinta,California,92253,West
CA-2015-168746,United States,Cleveland,Ohio,44105,East
CA-2015-113404,United States,San Francisco,California,94122,West
CA-2016-144792,United States,Scottsdale,Arizona,85254,West
CA-2014-164385,United States,Philadelphia,Pennsylvania,19134,East
US-2016-114174,United States,Malden,Massachusetts,2148,East
CA-2017-108070,United States,San Jose,California,95123,West
US-2015-128090,United States,Phoenix,Arizona,85023,West
CA-2017-101042,United States,Henderson,Kentucky,42420,South
CA-2016-155439,United States,Columbia,South Carolina,29203,South
CA-2016-118626,United States,Tallahassee,Florida,32303,South
CA-2015-111458,United States,New York City,New York,10035,East
US-2016-126844,United States,Houston,Texas,77070,Central
US-2015-112508,United States,Coral Springs,Florida,33065,South
CA-2015-147788,United States,Orem,Utah,84057,West
CA-2015-144288,United States,Nashville,Tennessee,37211,South
CA-2015-110632,United States,New York City,New York,10009,East
CA-2017-109589,United States,Bowling Green,Kentucky,42104,South
CA-2017-123967,United States,Bellingham,Washington,98226,West
CA-2017-148929,United States,New York City,New York,10011,East
CA-2017-134404,United States,Newark,Ohio,43055,East
CA-2017-109778,United States,Woodstock,Illinois,60098,Central
CA-2016-155845,United States,Carrollton,Texas,75007,Central
CA-2017-145128,United States,Lafayette,Indiana,47905,Central
CA-2014-129091,United States,Columbus,Georgia,31907,South
US-2014-155502,United States,Alexandria,Virginia,22304,South
CA-2015-121041,United States,Haltom City,Texas,76117,Central
CA-2017-131695,United States,New York City,New York,10024,East
CA-2016-137729,United States,Los Angeles,California,90004,West
US-2016-115455,United States,Wheeling,Illinois,60090,Central
CA-2017-128300,United States,Summerville,South Carolina,29483,South
CA-2017-149048,United States,Columbus,Indiana,47201,Central
CA-2017-108553,United States,New York City,New York,10024,East
CA-2016-165848,United States,New York City,New York,10035,East
CA-2014-112718,United States,Jacksonville,Florida,32216,South
CA-2016-154053,United States,San Diego,California,92024,West
CA-2014-127446,United States,Arlington,Texas,76017,Central
CA-2016-137204,United States,Los Angeles,California,90045,West
CA-2014-147298,United States,Los Angeles,California,90049,West
CA-2017-147942,United States,San Francisco,California,94110,West
CA-2017-115931,United States,Carlsbad,New Mexico,88220,West
CA-2014-164861,United States,Saint Louis,Missouri,63116,Central
CA-2017-127180,United States,New York City,New York,10024,East
US-2017-165344,United States,Springfield,Ohio,45503,East
CA-2015-168186,United States,Tulsa,Oklahoma,74133,Central
US-2017-110604,United States,Seattle,Washington,98103,West
CA-2015-116750,United States,Fayetteville,North Carolina,28314,South
CA-2015-162369,United States,Los Angeles,California,90045,West
CA-2017-108441,United States,New York City,New York,10035,East
CA-2015-169740,United States,Hot Springs,Arkansas,71901,South
CA-2016-124051,United States,Aurora,Illinois,60505,Central
CA-2016-149111,United States,Raleigh,North Carolina,27604,South
CA-2014-131002,United States,Tulsa,Oklahoma,74133,Central
US-2016-146794,United States,Hesperia,California,92345,West
CA-2017-112515,United States,Provo,Utah,84604,West
CA-2016-150343,United States,San Francisco,California,94110,West
CA-2015-135538,United States,Gilbert,Arizona,85234,West
CA-2017-123372,United States,New York City,New York,10035,East
CA-2017-159604,United States,Springfield,Missouri,65807,Central
CA-2016-164784,United States,Memphis,Tennessee,38109,South
CA-2016-111794,United States,Amarillo,Texas,79109,Central
US-2015-139759,United States,Los Angeles,California,90045,West
CA-2014-126403,United States,Lowell,Massachusetts,1852,East
CA-2017-136875,United States,San Diego,California,92024,West
CA-2017-132185,United States,Asheville,North Carolina,28806,South
US-2014-160780,United States,Pueblo,Colorado,81001,West
CA-2017-127026,United States,Jackson,Michigan,49201,Central
CA-2017-137085,United States,Los Angeles,California,90004,West
CA-2016-133123,United States,Thomasville,North Carolina,27360,South
US-2016-128195,United States,Peoria,Illinois,61604,Central
CA-2015-153220,United States,Los Angeles,California,90032,West
CA-2014-123064,United States,Chicago,Illinois,60653,Central
CA-2017-156412,United States,Philadelphia,Pennsylvania,19134,East
US-2016-144211,United States,Englewood,Colorado,80112,West
CA-2016-138079,United States,Seattle,Washington,98115,West
CA-2014-143182,United States,Hialeah,Florida,33012,South
CA-2016-161662,United States,Lancaster,Ohio,43130,East
CA-2014-145317,United States,Jacksonville,Florida,32216,South
CA-2014-143413,United States,Baltimore,Maryland,21215,East
CA-2017-156818,United States,New York City,New York,10009,East
CA-2017-155873,United States,Carlsbad,New Mexico,88220,West
CA-2015-121797,United States,Los Angeles,California,90049,West
US-2015-120572,United States,Jacksonville,Florida,32216,South
CA-2017-132430,United States,Lakewood,Ohio,44107,East
CA-2017-146031,United States,Troy,New York,12180,East
CA-2014-110100,United States,Wilmington,North Carolina,28403,South
CA-2015-103723,United States,Seattle,Washington,98105,West
CA-2014-127187,United States,New York City,New York,10024,East
CA-2017-128475,United States,Columbus,Georgia,31907,South
CA-2014-100006,United States,New York City,New York,10024,East
CA-2017-144827,United States,Costa Mesa,California,92627,West
CA-2014-110030,United States,Houston,Texas,77095,Central
CA-2014-121286,United States,Cary,North Carolina,27511,South
CA-2016-164735,United States,Alexandria,Virginia,22304,South
CA-2014-153479,United States,Vallejo,California,94591,West
CA-2017-149888,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-119193,United States,Toledo,Ohio,43615,East
CA-2017-104801,United States,Seattle,Washington,98105,West
CA-2014-107594,United States,Plainfield,New Jersey,7060,East
